guid,plant_type,plant_origin,light_requirement,wind_tolerance,growth_rate,frost_resistant,is_evergreen,is_native,plant_height,plant_width,flower_color,flowering_month,climate_zone
https://id.biodiversity.org.au/node/apni/2897960,Shrub,South Western Australia,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Marginal,Yes,Yes,10,3,Golden Pink,"March, April, May, June","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2897969,Tree,NSW (New England area),Half Sun / Half Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,12,3,Cream White,"March, April, May","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
NZOR-6-57115,Shrub,Southern China,Moderate/Dappled Shade,Sheltered,Fast,Tender,Yes,No,9,6,White,,"[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2898080,Shrub,Western Europe,Full Sun,Wind Tolerant,Medium,Hardy,Yes,No,0.6,1,Assorted Cream Mauve Pink Red,"January, February, March, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2898124,Shrub,Southern WA,Full Sun to Part Shade,Medium,Medium,Hardy,Yes,Yes,6,3,Red,"June, July, August, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2898143,Shrub,Fiji,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,3,3,Red,"January, February, March, April, May","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2898281,Shrub,Eastern Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,1.2,2,Yellow,"January, February, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2898295,Annual/Perennial,North America,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,1,1,Golden Yellow,"January, February, March, April, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2898351,Shrub,South Africa,Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,No,3,3,Yellow,"January, February, March, April","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2898545,Tree,Tropical Queensland,Full Sun to Part Shade,Sheltered,Fast,Tender,Yes,Yes,8,4,Cream White,,"[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2898576,Tree,East Coast of Australia,Full Sun,Wind Tolerant,Fast,Hardy,Yes,Yes,20,12,,,
https://id.biodiversity.org.au/node/apni/2898590,Shrub,Eastern States of Australia,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,1,3,Red,"January, February, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2898607,Shrub,Throughout Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,2,2,White,"September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2898674,Tree,Japan,Full Sun,Medium,Fast,Hardy,Yes,No,20,3,,,
https://id.biodiversity.org.au/node/apni/2898674,Tree,Japan,Full Sun,Medium,Fast,Hardy,Yes,No,4.5,1.5,,,
https://id.biodiversity.org.au/node/apni/2898674,Tree,"Originally bred in New Zealand, commercialised in Australia",Full Sun,Medium,Fast,Hardy,Yes,No,5,2.5,,,
https://id.biodiversity.org.au/node/apni/2898738,Climber/Creeper,Eastern Australia,Half Sun / Half Shade,Medium,Fast,Marginal,Yes,Yes,6,2,Cream White,"September, October, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2898880,Annual/Perennial,Tropical Africa,Half Sun / Half Shade,Sheltered,Fast,Tender,No,No,0,0,,,
https://id.biodiversity.org.au/node/apni/2899116,Shrub,West Africa,Full Sun,Medium,Fast,Tender,No,No,3,3,Pink Red,"January, February, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2899134,Shrub,S Australia,Full Sun to Part Shade,Medium,Fast,Tender,Yes,Yes,1.5,1.5,Pink White,"August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899141,Annual/Perennial,North West Africa,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,No,0.9,0.6,Yellow,"January, February, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899238,Tree,"New South Wales, Blue Mountains",Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,Yes,30,6,,,
https://id.biodiversity.org.au/node/apni/2899291,Annual/Perennial,Europe,Full Sun to Part Shade,Wind Tolerant,Fast,,Yes,No,0.8,0.3,Pink White,"January, February, March, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2899308,Annual/Perennial,Egypt and E Africa,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,2.4,3,Orange,"January, February, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2899443,Tree,"NSW, Australia",Half Sun / Half Shade,Medium,Slow,Hardy,Yes,Yes,10,0,Cream,"June, July, August, September, October, November, December",[]
https://id.biodiversity.org.au/node/apni/2899469,Shrub,Western Australia,Moderate/Dappled Shade,Sheltered,Very fast,Marginal,Yes,Yes,1,1.5,Mauve White,"January, February, March, April, October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2899486,Climber/Creeper,Mexico,Moderate/Dappled Shade,Medium,Fast,Tender,Yes,No,3,1,,,
https://id.biodiversity.org.au/node/apni/2899492,Bulb/Corm/Tuber,Northern Australia,Full Sun,Medium,Medium,Marginal,Yes,Yes,0,0,Mauve White,"January, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2899512,Tree,"Western Sydney, NSW, Australia",Full Sun,Wind Tolerant,Fast,Hardy,Yes,Yes,35,15,White,"March, April, May",[]
https://id.biodiversity.org.au/node/apni/2899533,Tree,Eastern USA and Canada,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,30,10,Yellow,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2899547,Shrub,Australia,Full Sun,Wind/Salt tolerant,Fast,Hardy,Yes,Yes,6,5,Red White,"January, February, March, April, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899547,Shrub,Australia,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,3,3,Pink,"January, February, March, April, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899547,Shrub,New South Wales,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,2,2,Red,"January, April, May, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899547,Shrub,Australia,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,1,3,Cream White,"January, February, March, April, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899567,Shrub,,Full Sun to Part Shade,Wind Tolerant,Slow,,Yes,Yes,0.3,1,,,
https://id.biodiversity.org.au/node/apni/2899590,Shrub,China/South America,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,No,2,2,Golden Mauve Orange Pink Red White Yellow,"January, February, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899745,Bulb/Corm/Tuber,West Indies,Half Sun / Half Shade,Sheltered,Fast,Tender,No,No,0.7,0.6,White,"January, February, March, April, May","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2899812,Shrub,Southwest Asia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,5,5,Cream Red White,"January, February, March, April, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899812,Shrub,Southwest Asia,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,1.5,1.5,Assorted,"January, February, March, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2899876,Tree,Australia,Half Sun / Half Shade,Medium,Fast,Hardy,Yes,Yes,9,5,Red,"July, August, September","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900020,Shrub,NSW ACT,Full Sun,Medium,Medium,Hardy,Yes,Yes,2,1,Pink Red White Yellow,"January, February, June, July, August, September, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2900201,Tree,"Australia, SE Asia and India",Full Sun,Medium,Fast,Tender,No,No,18,20,,,
https://id.biodiversity.org.au/node/apni/2900288,Annual/Perennial,South Africa,Half Sun / Half Shade,Sheltered,Fast,Tender,Yes,No,1.2,0.5,Mauve Pink Purple,"May, June, July","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900289,Shrub,Western Australia,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Marginal,No,No,1.5,1.5,Red,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2900302,Shrub,North Queensland,Full Sun to Part Shade,Medium,Medium,Marginal,Yes,Yes,5,3,Mauve,"February, March, April, May, June, July","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900322,Shrub,East Asia,Full Sun to Part Shade,Medium,Medium,Hardy,Yes,No,4,3,White,"August, September, October","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900363,Annual/Perennial,India,Half Sun / Half Shade,Sheltered,Fast,Tender,No,No,1,0.75,White,"January, February, March, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900375,Shrub,Australia,Full Sun,Wind/Salt tolerant,Fast,Marginal,Yes,Yes,2.5,1.5,Red,"January, February, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900420,Shrub,Central America,Full Sun to Part Shade,Sheltered,Medium,Marginal,Yes,No,1.5,1.5,Orange Red Yellow,"August, September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900471,Shrub,Central Europe mtns,Full Sun to Part Shade,Medium,Slow,Hardy,Yes,No,2,2,,,
https://id.biodiversity.org.au/node/apni/2900588,Climber/Creeper,Argentina,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,3.5,0.3,Mauve,"January, March, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2900605,Annual/Perennial,Mexico,Full Sun to Part Shade,Sheltered,Fast,Hardy,Yes,No,0.35,1,Pink Red White,"January, February, March, April, September, October, November","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900763,Annual/Perennial,,Half Sun / Half Shade,Wind Tolerant,Medium,Hardy,No,No,0,0,Cream,,"[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2900816,Annual/Perennial,Northern India,Moderate/Dappled Shade,Sheltered,Slow,Tender,Yes,No,2,1,Yellow,"January, February, March, April","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2900847,Tree,Southern Western Australia and South Australia,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,10,5,Pink Red Yellow,"August, September, October, November, December","[{""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2900963,Tree,NSW and Queensland,Full Sun,Wind/Salt tolerant,Very fast,Tender,Yes,Yes,25,12,,,
https://id.biodiversity.org.au/node/apni/2900983,Ferns,Southern hemisphere,Moderate/Dappled Shade,Sheltered,Medium,Tender,No,No,1.5,1,,,
https://id.biodiversity.org.au/node/apni/2901003,Annual/Perennial,Europe,Full Sun to Part Shade,Sheltered,Fast,Hardy,No,No,1,1,White,"September, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901084,,Western Australia,Full Shade,Medium,Very fast,Tender,No,Yes,0,0,,,
https://id.biodiversity.org.au/node/apni/2901102,Tree,Eastern Australia,Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,Yes,9,2.5,Cream White,"January, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901147,Annual/Perennial,Mexico,Full Sun to Part Shade,Sheltered,Fast,,Yes,No,5,1,Mauve Pink,April,"[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901153,Annual/Perennial,Europe,Full Sun to Part Shade,Wind/Salt tolerant,Fast,Hardy,Yes,No,1,1,Yellow,"January, February","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901158,Tree,Western Australia,Full Sun,Wind Tolerant,Fast,Marginal,Yes,Yes,6,3,Yellow,"January, February, March","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901312,Fruit/Nut Plants,India,Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,No,12,5,Cream Green,"September, October, November","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2901369,Annual/Perennial,Hybrid from Qld Sunshine Coast,Full Sun to Part Shade,Medium,,Hardy,Yes,Yes,0.4,0.3,,,
https://id.biodiversity.org.au/node/apni/2901374,Annual/Perennial,Cultivar,Full Sun,Medium,Fast,Hardy,No,No,1,1,,,
https://id.biodiversity.org.au/node/apni/2901388,Shrub,Mexico,Half Sun / Half Shade,Medium,Medium,Hardy,Yes,No,2.5,2.5,White,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901388,Shrub,Mexico,Half Sun / Half Shade,Medium,Medium,Hardy,Yes,No,3,1,White,"January, February, March, April, September, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901401,Shrub,Eastern Australia,Half Sun / Half Shade,Wind Tolerant,,Hardy,Yes,Yes,3,2.5,Pink White,"July, August, September, October","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901403,Shrub,NSW and Queesnland,Full Sun to Part Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,6,3,White,"January, February, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901403,Shrub,NSW and Queesnland,Full Sun,Wind Tolerant,Medium,Marginal,Yes,Yes,1.2,1,White,"January, February, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901529,Tree,N America,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,12,4,,,
https://id.biodiversity.org.au/node/apni/2901529,Tree,cultivar,Full Sun,Medium,Medium,Hardy,No,No,5,4,,,
https://id.biodiversity.org.au/node/apni/2901529,Tree,cultivar,Full Sun to Part Shade,Medium,Slow,Hardy,No,No,6,4,,,
https://id.biodiversity.org.au/node/apni/2901529,Tree,N America,Full Sun to Part Shade,Medium,Fast,Hardy,No,No,10,4,,,
https://id.biodiversity.org.au/node/apni/2901534,Shrub,Queensland and NSW,Full Sun,Medium,Medium,Tender,Yes,Yes,1.5,0.5,Mauve,"January, February, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901591,Ferns,"Europe, Asia, Africa",Moderate/Dappled Shade,Sheltered,Fast,Tender,Yes,No,0.5,0.5,,,
https://id.biodiversity.org.au/node/apni/2901595,Tree,China,Full Sun to Part Shade,Wind Tolerant,Very fast,Hardy,No,No,15,15,Yellow,,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901760,Annual/Perennial,Mexico,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,0.8,0,Assorted Golden Mauve Orange Pink Red White Yellow,"January, February, March, April, May, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2901880,Bulb/Corm/Tuber,Nigeria,Full Sun to Part Shade,Medium,Slow,Tender,No,No,0.6,0.1,,,
https://id.biodiversity.org.au/node/apni/2901926,Annual/Perennial,Europe Asia and Africa,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.15,0.3,Blue Mauve Purple,"July, August, September, October","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2901974,Annual/Perennial,Brazil,Half Sun / Half Shade,Medium,Fast,Tender,Yes,No,1.2,1.2,Red,"January, February, March, April, May, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902033,Annual/Perennial,"Europe, Australia",Full Sun to Part Shade,Medium,Fast,Hardy,No,No,1.5,1.5,Mauve Pink Purple,"January, February, March, April, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902044,Tree,"S.E. Asia, Thailand, PNG, Taiwan and Eastern Australia",Full Sun,Wind/Salt tolerant,Fast,Tender,Yes,No,10,5,,,
https://id.biodiversity.org.au/node/apni/2902056,Annual/Perennial,Australia,Full Sun to Part Shade,Medium,Slow,Tender,Yes,Yes,0.3,0.3,Blue,"January, February, March, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902079,Shrub,Malaysia & Pacific Islands,Half Sun / Half Shade,Wind/Salt tolerant,Fast,Tender,Yes,No,2,0.3,White Yellow,,"[{""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902119,Herb,Vietnam,Full Sun to Part Shade,Medium,Fast,Tender,No,No,0.25,0.5,Pink,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
NZOR-6-61505,Climber/Creeper,"India, Southern China, Burma",Full Sun to Part Shade,Sheltered,Very fast,Tender,Yes,No,5,0,Cream Pink White,"January, February, March, October, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902174,Tree,"Himalayas, Afghanistan, Pakistan, India, West Nepal",Full Sun,Wind Tolerant,Fast,Hardy,Yes,No,30,6,,,
https://id.biodiversity.org.au/node/apni/2902240,Climber/Creeper,"Mozambique, South Africa and Zimbabwe",Full Sun to Part Shade,Sheltered,Fast,Tender,Yes,No,3,0,Cream Yellow,"February, March, April, May, June","[{""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902325,Annual/Perennial,Central Mexico,Full Sun to Part Shade,Medium,Medium,Tender,No,No,1.5,1,Pink,"January, February, March, April, May, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902380,Tree,"Victoria, NSW, Queensland",Half Sun / Half Shade,Wind Tolerant,Fast,Marginal,Yes,Yes,10,8,Orange Yellow,"January, February, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902404,Climber/Creeper,Mexico,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,No,8,2,Pink,"January, February, March, April, May, June, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902447,Climber/Creeper,East Africa,Half Sun / Half Shade,Sheltered,Fast,Tender,No,No,2.5,0.75,Pink Yellow,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902475,Ferns,"Queensland, New Caledonia, Lord Howe Island",Full Shade,Medium,Very fast,Tender,No,Yes,1,1,,,
https://id.biodiversity.org.au/node/apni/2902546,Fruit/Nut Plants,South America,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,1,5,Purple White,"January, February, November, December","[{""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902548,Shrub,"Japan, North India",Full Shade,Medium,Medium,Tender,Yes,No,2,0.8,,,
https://id.biodiversity.org.au/node/apni/2902574,Fruit/Nut Plants,Mediterranean,Full Sun,Wind Tolerant,Medium,Hardy,Yes,No,8,0,,,
https://id.biodiversity.org.au/node/apni/2902598,Annual/Perennial,South Africa,Full Sun to Part Shade,Medium,Fast,Marginal,Yes,No,1,0.5,Purple,"January, September, October, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902601,Annual/Perennial,Temperate Eurasia,Full Sun,Medium,Very fast,Hardy,Yes,No,0.6,0.5,Pink,"January, February, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902604,Shrub,Western Australia,Full Sun,Medium,Fast,Hardy,Yes,Yes,5,0,Golden Orange,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902668,Shrub,Brazil,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,6,3,Purple,"March, April, May","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902723,Shrub,S.W. Australia,Full Sun to Part Shade,Wind Tolerant,Medium,,Yes,Yes,2,1.5,Red,"September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2902748,Shrub,East Coast Australia,Full Sun,Wind/Salt tolerant,Medium,Hardy,Yes,Yes,6,3,Yellow,"March, April, May, June","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902765,Shrub,"Philip Island NSW, Australia",Full Sun to Part Shade,Wind Tolerant,Fast,Tender,Yes,No,3,5,Cream,"January, February, March, September, October, November, December",[]
https://id.biodiversity.org.au/node/apni/2902831,Fruit/Nut Plants,S.E. Asia,Full Sun,Sheltered,Fast,Tender,Yes,No,6,3,Red,"January, February, November, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902834,Annual/Perennial,Europe,Full Sun to Part Shade,Medium,Fast,,Yes,No,0.5,0.3,Blue Mauve,"January, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902838,Annual/Perennial,Eastern Australia,Half Sun / Half Shade,Sheltered,Fast,Tender,Yes,Yes,1.5,3,Cream,"January, December","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}, {""Zone"": 12}]"
https://id.biodiversity.org.au/node/apni/2902840,Shrub,"NSW, Victoria",Full Sun to Part Shade,Medium,Fast,Hardy,Yes,Yes,1.8,1,Red,"June, July, August, September, October, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902859,Tree,Europe,Full Sun,Wind/Salt tolerant,Fast,Hardy,No,No,20,8,Yellow,October,"[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}]"
https://id.biodiversity.org.au/node/apni/2902859,Tree,"Europe, Western Asia and Northern Africa",Full Sun,Wind Tolerant,Fast,Hardy,No,No,8,6,,,
https://id.biodiversity.org.au/node/apni/2902862,Tree,Flood plains of Western Australia,Full Sun,Wind Tolerant,Slow,Hardy,Yes,Yes,15,10,Cream,"January, February, March, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902868,Shrub,Southern China,Full Sun,Sheltered,Medium,Marginal,No,No,5,5,Pink Red White,"March, April, May, November","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2902892,Vegetable,South East Asia,Full Sun to Part Shade,Medium,Fast,Tender,Yes,No,8,2,,,
https://id.biodiversity.org.au/node/apni/2902896,Herb,,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.2,0.3,White,"January, February, October, November, December","[{""Zone"": 7}, {""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2902896,Herb,Southern Europe,Full Sun to Part Shade,Medium,Fast,Hardy,Yes,No,0.75,0.75,,,
https://id.biodiversity.org.au/node/apni/2902976,Shrub,Mediterranean,Full Sun,Medium,Fast,,Yes,No,1.5,1.5,Mauve Pink Purple,"January, February, March, November, December","[{""Zone"": 8}, {""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2903031,Shrub,"NSW and Queensland, Australia",Full Sun to Part Shade,Medium,Medium,Marginal,No,Yes,0.4,0.8,White,"January, February, March, April, October, November, December",[]
https://id.biodiversity.org.au/node/apni/2903133,Shrub,NSW Australia,Full Sun,Wind Tolerant,Medium,Marginal,Yes,No,3,1.5,Yellow,"October, November, December","[{""Zone"": 9}, {""Zone"": 10}]"
https://id.biodiversity.org.au/node/apni/2903276,Shrub,Western Australia,Full Sun to Part Shade,Wind/Salt tolerant,Medium,Tender,Yes,Yes,2,2.5,Red Yellow,"September, October, November","[{""Zone"": 9}, {""Zone"": 10}, {""Zone"": 11}]"
https://id.biodiversity.org.au/node/apni/2903289,Ferns,East Coast of Australia,Moderate/Dappled Shade,Sheltered,Fast,Tender,Yes,Yes,1.5,0,,,
